cycle,regime,local_cycle,active_mode,mask_val,computed,computed_mod,e_field_base,e_field_mod,attractor_base,attractor_mod,attractor_changed,delta_computed,delta_mod,transition_base,mode_lfsr_state
2816,2,1316,1,63,2418,2381,37,37,4,4,0,50,50,0,21415
2817,2,1317,1,63,2452,2475,38,38,4,4,0,34,94,0,10062
2818,2,1318,1,63,2520,2535,39,39,4,4,0,68,60,0,20125
2819,2,1319,1,63,2592,2591,40,40,4,4,0,72,56,0,7482
2820,2,1320,1,63,2673,2638,41,41,4,4,0,81,47,0,14964
2821,2,1321,1,63,2706,2733,42,42,4,4,0,33,95,0,29929
2822,2,1322,1,63,2772,2795,43,43,4,4,0,66,62,0,27091
2823,2,1323,1,63,2840,2855,44,44,4,4,0,68,60,0,21415
2824,2,1324,1,63,2913,2910,45,45,4,4,0,73,55,0,10062
2825,2,1325,1,63,2994,2957,46,46,4,4,0,81,47,0,20125
2826,2,1326,1,63,3028,3051,47,47,4,4,0,34,94,0,7482
2827,2,1327,1,63,3097,3110,48,48,4,4,0,69,59,0,14964
2828,2,1328,0,0,3171,3171,49,49,4,4,0,74,74,0,29929
2829,2,1329,0,0,3255,3255,50,50,2,2,0,84,84,1,27091
2830,2,1330,0,0,3294,3294,51,51,2,2,0,39,39,0,21415
2831,2,1331,0,0,3372,3372,52,52,2,2,0,78,78,0,10062
2832,2,1332,0,0,3460,3460,54,54,2,2,0,88,88,0,20125
2833,2,1333,0,0,3520,3520,55,55,2,2,0,60,60,0,7482
2834,2,1334,0,0,3571,3571,55,55,2,2,0,51,51,0,14964
2835,2,1335,0,0,3607,3607,56,56,2,2,0,36,36,0,29929
2836,2,1336,0,0,3679,3679,57,57,2,2,0,72,72,0,27091
2837,2,1337,0,0,3759,3759,58,58,2,2,0,80,80,0,21415
2838,2,1338,0,0,3847,3847,60,60,2,2,0,88,88,0,10062
2839,2,1339,0,0,3910,3910,61,61,2,2,0,63,63,0,20125
2840,2,1340,0,0,3973,3973,62,62,2,2,0,63,63,0,7482
2841,2,1341,0,0,4035,4035,63,63,3,3,0,62,62,1,14964
2842,2,1342,0,0,4092,4092,63,63,3,3,0,57,57,0,29929
2843,2,1343,0,0,40,40,0,0,1,1,0,4052,4052,1,27091
2844,2,1344,3,4095,128,3967,2,61,4,2,1,88,88,1,21415
2845,2,1345,3,4095,176,3919,2,61,4,2,1,48,48,0,10062
2846,2,1346,3,4095,208,3887,3,60,4,2,1,32,32,0,20125
2847,2,1347,3,4095,273,3822,4,59,4,2,1,65,65,0,7482
2848,2,1348,3,4095,339,3756,5,58,4,2,1,66,66,0,14964
2849,2,1349,3,4095,407,3688,6,57,4,2,1,68,68,0,29929
2850,2,1350,3,4095,478,3617,7,56,4,2,1,71,71,0,27091
2851,2,1351,3,4095,557,3538,8,55,4,2,1,79,79,0,21415
2852,2,1352,3,4095,645,3450,10,53,4,2,1,88,88,0,10062
2853,2,1353,3,4095,706,3389,11,52,4,2,1,61,61,0,20125
2854,2,1354,3,4095,763,3332,11,52,4,2,1,57,57,0,7482
2855,2,1355,3,4095,807,3288,12,51,4,2,1,44,44,0,14964
2856,2,1356,3,4095,895,3200,13,50,4,2,1,88,88,0,29929
2857,2,1357,3,4095,942,3153,14,49,4,4,0,47,47,0,27091
2858,2,1358,3,4095,1030,3065,16,47,4,4,0,88,88,0,21415
2859,2,1359,3,4095,1093,3002,17,46,4,4,0,63,63,0,10062
2860,2,1360,2,4032,1155,2883,18,45,4,4,0,62,66,0,20125
2861,2,1361,2,4032,1212,2940,18,45,4,4,0,57,57,0,7482
2862,2,1362,2,4032,1257,2857,19,44,4,4,0,45,83,0,14964
2863,2,1363,2,4032,1345,2689,21,42,4,4,0,88,168,0,29929
2864,2,1364,2,4032,1397,2741,21,42,4,4,0,52,52,0,27091
2865,2,1365,2,4032,1435,2651,22,41,4,4,0,38,90,0,21415
2866,2,1366,2,4032,1510,2598,23,40,4,4,0,75,53,0,10062
2867,2,1367,2,4032,1596,2556,24,39,4,4,0,86,42,0,20125
2868,2,1368,2,4032,1640,2472,25,38,4,4,0,44,84,0,7482
2869,2,1369,2,4032,1728,2304,27,36,4,4,0,88,168,0,14964
2870,2,1370,2,4032,1777,2353,27,36,4,4,0,49,49,0,29929
2871,2,1371,2,4032,1810,2258,28,35,4,4,0,33,95,0,27091
2872,2,1372,2,4032,1877,2197,29,34,4,4,0,67,61,0,21415
2873,2,1373,2,4032,1946,2138,30,33,4,4,0,69,59,0,10062
2874,2,1374,2,4032,2021,2085,31,32,4,4,0,75,53,0,20125
2875,2,1375,2,4032,2107,2043,32,31,4,4,0,86,42,0,7482
2876,2,1376,2,4032,2150,1958,33,30,4,4,0,43,85,0,14964
2877,2,1377,2,4032,2237,1917,34,29,4,4,0,87,41,0,29929
2878,2,1378,2,4032,2283,1835,35,28,4,4,0,46,82,0,27091
2879,2,1379,2,4032,2371,1667,37,26,4,4,0,88,168,0,21415
2880,2,1380,2,4032,2431,1727,37,26,4,4,0,60,60,0,10062
2881,2,1381,2,4032,2478,1646,38,25,4,4,0,47,81,0,20125
2882,2,1382,2,4032,2566,1478,40,23,4,4,0,88,168,0,7482
2883,2,1383,2,4032,2628,1412,41,22,4,4,0,62,66,0,14964
2884,2,1384,2,4032,2688,1344,42,21,4,4,0,60,68,0,29929
2885,2,1385,2,4032,2738,1394,42,21,4,4,0,50,50,0,27091
2886,2,1386,2,4032,2773,1301,43,20,4,4,0,35,93,0,21415
2887,2,1387,2,4032,2843,1243,44,19,4,4,0,70,58,0,10062
2888,2,1388,2,4032,2918,1190,45,18,4,4,0,75,53,0,20125
2889,2,1389,2,4032,3004,1148,46,17,4,4,0,86,42,0,7482
2890,2,1390,2,4032,3049,1065,47,16,4,4,0,45,83,0,14964
2891,2,1391,2,4032,3137,897,49,14,4,4,0,88,168,0,29929
2892,2,1392,1,63,3188,3147,49,49,4,4,0,51,51,0,27091
2893,2,1393,1,63,3225,3238,50,50,2,2,0,37,91,1,21415
2894,2,1394,1,63,3298,3293,51,51,2,2,0,73,55,0,10062
2895,2,1395,1,63,3380,3339,52,52,2,2,0,82,46,0,20125
2896,2,1396,1,63,3417,3430,53,53,2,2,0,37,91,0,7482
2897,2,1397,1,63,3490,3485,54,54,2,2,0,73,55,0,14964
2898,2,1398,1,63,3572,3531,55,55,2,2,0,82,46,0,29929
2899,2,1399,1,63,3609,3622,56,56,2,2,0,37,91,0,27091
2900,2,1400,1,63,3683,3676,57,57,2,2,0,74,54,0,21415
2901,2,1401,1,63,3766,3721,58,58,2,2,0,83,45,0,10062
2902,2,1402,1,63,3805,3810,59,59,2,2,0,39,89,0,20125
2903,2,1403,1,63,3882,3861,60,60,2,2,0,77,51,0,7482
2904,2,1404,1,63,3970,4029,62,62,2,2,0,88,168,0,14964
2905,2,1405,1,63,4024,3975,62,62,2,2,0,54,54,0,29929
2906,2,1406,1,63,4064,4063,63,63,3,3,0,40,88,1,27091
2907,2,1407,1,63,48,15,0,0,1,1,0,4016,4048,1,21415
2908,2,1408,3,4095,80,4015,1,62,4,2,1,32,32,1,10062
2909,2,1409,3,4095,144,3951,2,61,4,2,1,64,64,0,20125
2910,2,1410,3,4095,208,3887,3,60,4,2,1,64,64,0,7482
2911,2,1411,3,4095,273,3822,4,59,4,2,1,65,65,0,14964
2912,2,1412,3,4095,338,3757,5,58,4,2,1,65,65,0,29929
2913,2,1413,3,4095,405,3690,6,57,4,2,1,67,67,0,27091
2914,2,1414,3,4095,475,3620,7,56,4,2,1,70,70,0,21415
2915,2,1415,3,4095,550,3545,8,55,4,2,1,75,75,0,10062
2916,2,1416,3,4095,636,3459,9,54,4,2,1,86,86,0,20125
2917,2,1417,3,4095,680,3415,10,53,4,2,1,44,44,0,7482
2918,2,1418,3,4095,768,3327,12,51,4,2,1,88,88,0,14964
2919,2,1419,3,4095,818,3277,12,51,4,2,1,50,50,0,29929
2920,2,1420,3,4095,852,3243,13,50,4,2,1,34,34,0,27091
2921,2,1421,3,4095,920,3175,14,49,4,4,0,68,68,0,21415
2922,2,1422,3,4095,993,3102,15,48,4,4,0,73,73,0,10062
2923,2,1423,3,4095,1074,3021,16,47,4,4,0,81,81,0,20125
2924,2,1424,1,63,1108,1131,17,17,4,4,0,34,94,0,7482
2925,2,1425,1,63,1176,1191,18,18,4,4,0,68,60,0,14964
2926,2,1426,1,63,1249,1246,19,19,4,4,0,73,55,0,29929
2927,2,1427,1,63,1331,1292,20,20,4,4,0,82,46,0,27091
2928,2,1428,1,63,1367,1384,21,21,4,4,0,36,92,0,21415
2929,2,1429,1,63,1438,1441,22,22,4,4,0,71,57,0,10062
2930,2,1430,1,63,1517,1490,23,23,4,4,0,79,49,0,20125
2931,2,1431,1,63,1605,1658,25,25,4,4,0,88,168,0,7482
2932,2,1432,1,63,1667,1724,26,26,4,4,0,62,66,0,14964
2933,2,1433,1,63,1727,1664,26,26,4,4,0,60,60,0,29929
2934,2,1434,1,63,1775,1744,27,27,4,4,0,48,80,0,27091
2935,2,1435,1,63,1863,1912,29,29,4,4,0,88,168,0,21415
2936,2,1436,1,63,1927,1976,30,30,4,4,0,64,64,0,10062
2937,2,1437,1,63,1991,2040,31,31,4,4,0,64,64,0,20125
2938,2,1438,1,63,2055,2104,32,32,4,4,0,64,64,0,7482
2939,2,1439,1,63,2118,2169,33,33,4,4,0,63,65,0,14964
2940,2,1440,0,0,2180,2180,34,34,4,4,0,62,62,0,29929
2941,2,1441,0,0,2240,2240,35,35,4,4,0,60,60,0,27091
2942,2,1442,0,0,2291,2291,35,35,4,4,0,51,51,0,21415
2943,2,1443,0,0,2327,2327,36,36,4,4,0,36,36,0,10062
2944,2,1444,0,0,2398,2398,37,37,4,4,0,71,71,0,20125
2945,2,1445,0,0,2477,2477,38,38,4,4,0,79,79,0,7482
2946,2,1446,0,0,2565,2565,40,40,4,4,0,88,88,0,14964
2947,2,1447,0,0,2626,2626,41,41,4,4,0,61,61,0,29929
2948,2,1448,0,0,2680,2680,41,41,4,4,0,54,54,0,27091
2949,2,1449,0,0,2721,2721,42,42,4,4,0,41,41,0,21415
2950,2,1450,0,0,2803,2803,43,43,4,4,0,82,82,0,10062
2951,2,1451,0,0,2838,2838,44,44,4,4,0,35,35,0,20125
2952,2,1452,0,0,2908,2908,45,45,4,4,0,70,70,0,7482
2953,2,1453,0,0,2984,2984,46,46,4,4,0,76,76,0,14964
2954,2,1454,0,0,3072,3072,48,48,4,4,0,88,88,0,29929
2955,2,1455,0,0,3120,3120,48,48,4,4,0,48,48,0,27091
2956,2,1456,3,4095,3153,942,49,14,4,4,0,33,33,0,21415
2957,2,1457,3,4095,3218,877,50,13,2,4,1,65,65,1,10062
2958,2,1458,3,4095,3284,811,51,12,2,4,1,66,66,0,20125
2959,2,1459,3,4095,3352,743,52,11,2,4,1,68,68,0,7482
2960,2,1460,3,4095,3425,670,53,10,2,4,1,73,73,0,14964
2961,2,1461,3,4095,3506,589,54,9,2,4,1,81,81,0,29929
2962,2,1462,3,4095,3541,554,55,8,2,4,1,35,35,0,27091
2963,2,1463,3,4095,3610,485,56,7,2,4,1,69,69,0,21415
2964,2,1464,3,4095,3685,410,57,6,2,4,1,75,75,0,10062
2965,2,1465,3,4095,3771,324,58,5,2,4,1,86,86,0,20125
2966,2,1466,3,4095,3815,280,59,4,2,4,1,44,44,0,7482
2967,2,1467,3,4095,3903,192,60,3,2,4,1,88,88,0,14964
2968,2,1468,3,4095,3950,145,61,2,2,4,1,47,47,0,29929
2969,2,1469,3,4095,4038,57,63,0,3,1,1,88,88,1,27091
2970,2,1470,3,4095,4095,0,63,0,3,1,1,57,57,0,21415
2971,2,1471,3,4095,67,4028,1,62,4,2,1,4028,4028,1,10062
2972,2,1472,2,4032,127,4031,1,62,4,2,1,60,60,0,20125
2973,2,1473,2,4032,174,3950,2,61,4,2,1,47,81,0,7482
2974,2,1474,2,4032,262,3782,4,59,4,2,1,88,168,0,14964
2975,2,1475,2,4032,325,3717,5,58,4,2,1,63,65,0,29929
2976,2,1476,2,4032,386,3650,6,57,4,2,1,61,67,0,27091
2977,2,1477,2,4032,442,3706,6,57,4,2,1,56,56,0,21415
2978,2,1478,2,4032,484,3620,7,56,4,2,1,42,86,0,10062
2979,2,1479,2,4032,568,3576,8,55,4,2,1,84,44,0,20125
2980,2,1480,2,4032,608,3488,9,54,4,2,1,40,88,0,7482
2981,2,1481,2,4032,689,3441,10,53,4,2,1,81,47,0,14964
2982,2,1482,2,4032,723,3347,11,52,4,2,1,34,94,0,29929
2983,2,1483,2,4032,790,3286,12,51,4,2,1,67,61,0,27091
2984,2,1484,2,4032,860,3228,13,50,4,2,1,70,58,0,21415
2985,2,1485,2,4032,936,3176,14,49,4,4,0,76,52,0,10062
2986,2,1486,2,4032,1024,3008,16,47,4,4,0,88,168,0,20125
2987,2,1487,2,4032,1073,3057,16,47,4,4,0,49,49,0,7482
2988,2,1488,2,4032,1106,2962,17,46,4,4,0,33,95,0,14964
2989,2,1489,2,4032,1173,2901,18,45,4,4,0,67,61,0,29929
2990,2,1490,2,4032,1242,2842,19,44,4,4,0,69,59,0,27091
2991,2,1491,2,4032,1316,2788,20,43,4,4,0,74,54,0,21415
2992,2,1492,2,4032,1400,2744,21,42,4,4,0,84,44,0,10062
2993,2,1493,2,4032,1441,2657,22,41,4,4,0,41,87,0,20125
2994,2,1494,2,4032,1523,2611,23,40,4,4,0,82,46,0,7482
2995,2,1495,2,4032,1558,2518,24,39,4,4,0,35,93,0,14964
2996,2,1496,2,4032,1629,2461,25,38,4,4,0,71,57,0,29929
2997,2,1497,2,4032,1707,2411,26,37,4,4,0,78,50,0,27091
2998,2,1498,2,4032,1795,2243,28,35,4,4,0,88,168,0,21415
2999,2,1499,2,4032,1852,2300,28,35,4,4,0,57,57,0,10062
3000,3,0,1,63,83,108,1,1,4,4,0,1769,1687,0,27091
3001,3,1,3,4095,151,3944,2,61,4,2,1,68,68,0,21415
3002,3,2,3,4095,223,3872,3,60,4,2,1,72,72,0,10062
3003,3,3,2,4032,302,3822,4,59,4,2,1,79,49,0,20125
3004,3,4,1,63,390,441,6,6,4,4,0,88,168,0,7482
3005,3,5,2,4032,452,3588,7,56,4,2,1,62,66,0,14964
3006,3,6,0,0,513,513,8,8,4,4,0,61,61,0,29929
3007,3,7,1,63,564,523,8,8,4,4,0,51,51,0,27091
3008,3,8,3,4095,600,3495,9,54,4,2,1,36,36,0,21415
3009,3,9,3,4095,673,3422,10,53,4,2,1,73,73,0,10062
3010,3,10,2,4032,754,3378,11,52,4,2,1,81,47,0,20125
3011,3,11,1,63,789,810,12,12,4,4,0,35,93,0,7482
3012,3,12,2,4032,858,3226,13,50,4,2,1,69,59,0,14964
3013,3,13,0,0,933,933,14,14,4,4,0,75,75,0,29929
3014,3,14,1,63,1018,965,15,15,4,4,0,85,43,0,27091
3015,3,15,3,4095,1061,3034,16,47,4,4,0,43,43,0,21415
3016,3,16,3,4095,1147,2948,17,46,4,4,0,86,86,0,10062
3017,3,17,2,4032,1191,2919,18,45,4,4,0,44,84,0,20125
3018,3,18,1,63,1278,1217,19,19,4,4,0,87,41,0,7482
3019,3,19,2,4032,1325,2797,20,43,4,4,0,47,81,0,14964
3020,3,20,0,0,1413,1413,22,22,4,4,0,88,88,0,29929
3021,3,21,1,63,1475,1532,23,23,4,4,0,62,66,0,27091
3022,3,22,3,4095,1534,2561,23,40,4,4,0,59,59,0,21415
3023,3,23,3,4095,1581,2514,24,39,4,4,0,47,47,0,10062
3024,3,24,2,4032,1669,2373,26,37,4,4,0,88,168,0,20125
3025,3,25,1,63,1730,1789,27,27,4,4,0,61,67,0,7482
3026,3,26,2,4032,1784,2360,27,36,4,4,0,54,54,0,14964
3027,3,27,0,0,1825,1825,28,28,4,4,0,41,41,0,29929
3028,3,28,1,63,1906,1869,29,29,4,4,0,81,47,0,27091
3029,3,29,3,4095,1941,2154,30,33,4,4,0,35,35,0,21415
3030,3,30,3,4095,2011,2084,31,32,4,4,0,70,70,0,10062
3031,3,31,2,4032,2087,2023,32,31,4,4,0,76,52,0,20125
3032,3,32,1,63,2175,2112,33,33,4,4,0,88,40,0,7482
3033,3,33,2,4032,2223,1903,34,29,4,4,0,48,80,0,14964
3034,3,34,0,0,2311,2311,36,36,4,4,0,88,88,0,29929
3035,3,35,1,63,2375,2424,37,37,4,4,0,64,64,0,27091
3036,3,36,3,4095,2438,1657,38,25,4,4,0,63,63,0,21415
3037,3,37,3,4095,2500,1595,39,24,4,4,0,62,62,0,10062
3038,3,38,2,4032,2560,1472,40,23,4,4,0,60,68,0,20125
3039,3,39,1,63,2611,2572,40,40,4,4,0,51,51,0,7482
3040,3,40,2,4032,2646,1430,41,22,4,4,0,35,93,0,14964
3041,3,41,0,0,2716,2716,42,42,4,4,0,70,70,0,29929
3042,3,42,1,63,2792,2775,43,43,4,4,0,76,52,0,27091
3043,3,43,3,4095,2880,1215,45,18,4,4,0,88,88,0,21415
3044,3,44,3,4095,2929,1166,45,18,4,4,0,49,49,0,10062
3045,3,45,2,4032,2962,1106,46,17,4,4,0,33,95,0,20125
3046,3,46,1,63,3029,3050,47,47,4,4,0,67,61,0,7482
3047,3,47,2,4032,3099,987,48,15,4,4,0,70,58,0,14964
3048,3,48,0,0,3174,3174,49,49,4,4,0,75,75,0,29929
3049,3,49,1,63,3260,3203,50,50,2,2,0,86,42,1,27091
3050,3,50,3,4095,3304,791,51,12,2,4,1,44,44,0,21415
3051,3,51,3,4095,3392,703,53,10,2,4,1,88,88,0,10062
3052,3,52,2,4032,3442,690,53,10,2,4,1,50,50,0,20125
3053,3,53,1,63,3477,3498,54,54,2,2,0,35,93,0,7482
3054,3,54,2,4032,3547,539,55,8,2,4,1,70,58,0,14964
3055,3,55,0,0,3622,3622,56,56,2,2,0,75,75,0,29929
3056,3,56,1,63,3708,3651,57,57,2,2,0,86,42,0,27091
3057,3,57,3,4095,3752,343,58,5,2,4,1,44,44,0,21415
3058,3,58,3,4095,3840,255,60,3,2,4,1,88,88,0,10062
3059,3,59,2,4032,3889,241,60,3,2,4,1,49,49,0,20125
3060,3,60,1,63,3923,3948,61,61,2,2,0,34,94,0,7482
3061,3,61,2,4032,3991,87,62,1,2,4,1,68,60,0,14964
3062,3,62,0,0,4062,4062,63,63,3,3,0,71,71,1,29929
3063,3,63,1,63,45,18,0,0,1,1,0,4017,4047,1,27091
3064,3,64,3,4095,133,3962,2,61,4,2,1,88,88,1,21415
3065,3,65,3,4095,194,3901,3,60,4,2,1,61,61,0,10062
3066,3,66,2,4032,249,3897,3,60,4,2,1,55,55,0,20125
3067,3,67,1,63,291,284,4,4,4,4,0,42,86,0,7482
3068,3,68,2,4032,375,3767,5,58,4,2,1,84,44,0,14964
3069,3,69,0,0,415,415,6,6,4,4,0,40,40,0,29929
3070,3,70,1,63,494,465,7,7,4,4,0,79,49,0,27091
3071,3,71,3,4095,582,3513,9,54,4,2,1,88,88,0,21415
3072,3,72,3,4095,645,3450,10,53,4,2,1,63,63,0,10062
3073,3,73,2,4032,706,3330,11,52,4,2,1,61,67,0,20125
3074,3,74,1,63,761,710,11,11,4,4,0,55,55,0,7482
3075,3,75,2,4032,802,3298,12,51,4,2,1,41,87,0,14964
3076,3,76,0,0,884,884,13,13,4,4,0,82,82,0,29929
3077,3,77,1,63,921,934,14,14,4,4,0,37,91,0,27091
3078,3,78,3,4095,995,3100,15,48,4,4,0,74,74,0,21415
3079,3,79,3,4095,1079,3016,16,47,4,4,0,84,84,0,10062
3080,3,80,2,4032,1119,2975,17,46,4,4,0,40,88,0,20125
3081,3,81,1,63,1198,1169,18,18,4,4,0,79,49,0,7482
3082,3,82,2,4032,1286,2758,20,43,4,4,0,88,168,0,14964
3083,3,83,0,0,1348,1348,21,21,4,4,0,62,62,0,29929
3084,3,84,1,63,1408,1471,22,22,4,4,0,60,68,0,27091
3085,3,85,3,4095,1457,2638,22,41,4,4,0,49,49,0,21415
3086,3,86,3,4095,1490,2605,23,40,4,4,0,33,33,0,10062
3087,3,87,2,4032,1556,2516,24,39,4,4,0,66,62,0,20125
3088,3,88,1,63,1624,1639,25,25,4,4,0,68,60,0,7482
3089,3,89,2,4032,1697,2401,26,37,4,4,0,73,55,0,14964
3090,3,90,0,0,1779,1779,27,27,4,4,0,82,82,0,29929
3091,3,91,1,63,1815,1832,28,28,4,4,0,36,92,0,27091
3092,3,92,3,4095,1886,2209,29,34,4,4,0,71,71,0,21415
3093,3,93,3,4095,1965,2130,30,33,4,4,0,79,79,0,10062
3094,3,94,2,4032,2053,1989,32,31,4,4,0,88,168,0,20125
3095,3,95,1,63,2114,2173,33,33,4,4,0,61,67,0,7482
3096,3,96,2,4032,2170,1978,33,30,4,4,0,56,56,0,14964
3097,3,97,0,0,2212,2212,34,34,4,4,0,42,42,0,29929
3098,3,98,1,63,2297,2246,35,35,4,4,0,85,43,0,27091
3099,3,99,3,4095,2339,1756,36,27,4,4,0,42,42,0,21415
3100,3,100,3,4095,2423,1672,37,26,4,4,0,84,84,0,10062
3101,3,101,2,4032,2462,1630,38,25,4,4,0,39,89,0,20125
3102,3,102,1,63,2540,2515,39,39,4,4,0,78,50,0,7482
3103,3,103,2,4032,2628,1412,41,22,4,4,0,88,168,0,14964
3104,3,104,0,0,2688,2688,42,42,4,4,0,60,60,0,29929
3105,3,105,1,63,2738,2701,42,42,4,4,0,50,50,0,27091
3106,3,106,3,4095,2773,1322,43,20,4,4,0,35,35,0,21415
3107,3,107,3,4095,2842,1253,44,19,4,4,0,69,69,0,10062
3108,3,108,2,4032,2917,1189,45,18,4,4,0,75,53,0,20125
3109,3,109,1,63,3003,2948,46,46,4,4,0,86,42,0,7482
3110,3,110,2,4032,3047,1063,47,16,4,4,0,44,84,0,14964
3111,3,111,0,0,3135,3135,48,48,4,4,0,88,88,0,29929
3112,3,112,1,63,3182,3153,49,49,4,4,0,47,81,0,27091
3113,3,113,3,4095,3270,825,51,12,2,4,1,88,88,1,21415
3114,3,114,3,4095,3332,763,52,11,2,4,1,62,62,0,10062
3115,3,115,2,4032,3392,640,53,10,2,4,1,60,68,0,20125
3116,3,116,1,63,3441,3406,53,53,2,2,0,49,49,0,7482
3117,3,117,2,4032,3474,594,54,9,2,4,1,33,95,0,14964
3118,3,118,0,0,3541,3541,55,55,2,2,0,67,67,0,29929
3119,3,119,1,63,3610,3621,56,56,2,2,0,69,59,0,27091
3120,3,120,3,4095,3685,410,57,6,2,4,1,75,75,0,21415
3121,3,121,3,4095,3770,325,58,5,2,4,1,85,85,0,10062
3122,3,122,2,4032,3812,292,59,4,2,4,1,42,86,0,20125
3123,3,123,1,63,3896,3847,60,60,2,2,0,84,44,0,7482
3124,3,124,2,4032,3937,161,61,2,2,4,1,41,87,0,14964
3125,3,125,0,0,4018,4018,62,62,2,2,0,81,81,0,29929
3126,3,126,1,63,4053,4074,63,63,3,3,0,35,93,1,27091
3127,3,127,3,4095,26,4069,0,63,1,3,1,4027,4027,1,21415
3128,3,128,3,4095,100,3995,1,62,4,2,1,74,74,1,10062
3129,3,129,2,4032,184,3960,2,61,4,2,1,84,44,0,20125
3130,3,130,1,63,225,222,3,3,4,4,0,41,87,0,7482
3131,3,131,2,4032,306,3826,4,59,4,2,1,81,47,0,14964
3132,3,132,0,0,340,340,5,5,4,4,0,34,34,0,29929
3133,3,133,1,63,409,422,6,6,4,4,0,69,59,0,27091
3134,3,134,3,4095,482,3613,7,56,4,2,1,73,73,0,21415
3135,3,135,3,4095,565,3530,8,55,4,2,1,83,83,0,10062
3136,3,136,2,4032,603,3483,9,54,4,2,1,38,90,0,20125
3137,3,137,1,63,678,665,10,10,4,4,0,75,53,0,7482
3138,3,138,2,4032,765,3389,11,52,4,2,1,87,41,0,14964
3139,3,139,0,0,811,811,12,12,4,4,0,46,46,0,29929
3140,3,140,1,63,899,956,14,14,4,4,0,88,168,0,27091
3141,3,141,3,4095,957,3138,14,49,4,4,0,58,58,0,21415
3142,3,142,3,4095,1003,3092,15,48,4,4,0,46,46,0,10062
3143,3,143,2,4032,1091,2947,17,46,4,4,0,88,168,0,20125
3144,3,144,1,63,1150,1089,17,17,4,4,0,59,59,0,7482
3145,3,145,2,4032,1196,2924,18,45,4,4,0,46,82,0,14964
3146,3,146,0,0,1284,1284,20,20,4,4,0,88,88,0,29929
3147,3,147,1,63,1345,1406,21,21,4,4,0,61,67,0,27091
3148,3,148,3,4095,1397,2698,21,42,4,4,0,52,52,0,21415
3149,3,149,3,4095,1434,2661,22,41,4,4,0,37,37,0,10062
3150,3,150,2,4032,1508,2596,23,40,4,4,0,74,54,0,20125
3151,3,151,1,63,1592,1543,24,24,4,4,0,84,44,0,7482
3152,3,152,2,4032,1632,2464,25,38,4,4,0,40,88,0,14964
3153,3,153,0,0,1712,1712,26,26,4,4,0,80,80,0,29929
3154,3,154,1,63,1745,1774,27,27,4,4,0,33,95,0,27091
3155,3,155,3,4095,1811,2284,28,35,4,4,0,66,66,0,21415
3156,3,156,3,4095,1878,2217,29,34,4,4,0,67,67,0,10062
3157,3,157,2,4032,1949,2141,30,33,4,4,0,71,57,0,20125
3158,3,158,1,63,2027,2004,31,31,4,4,0,78,50,0,7482
3159,3,159,2,4032,2115,1923,33,30,4,4,0,88,168,0,14964
3160,3,160,0,0,2175,2175,33,33,4,4,0,60,60,0,29929
3161,3,161,1,63,2223,2192,34,34,4,4,0,48,80,0,27091
3162,3,162,3,4095,2311,1784,36,27,4,4,0,88,88,0,21415
3163,3,163,3,4095,2374,1721,37,26,4,4,0,63,63,0,10062
3164,3,164,2,4032,2436,1604,38,25,4,4,0,62,66,0,20125
3165,3,165,1,63,2497,2558,39,39,4,4,0,61,67,0,7482
3166,3,166,2,4032,2551,1591,39,24,4,4,0,54,54,0,14964
3167,3,167,0,0,2591,2591,40,40,4,4,0,40,40,0,29929
3168,3,168,1,63,2671,2640,41,41,4,4,0,80,48,0,27091
3169,3,169,3,4095,2759,1336,43,20,4,4,0,88,88,0,21415
3170,3,170,3,4095,2822,1273,44,19,4,4,0,63,63,0,10062
3171,3,171,2,4032,2885,1157,45,18,4,4,0,63,65,0,20125
3172,3,172,1,63,2946,3005,46,46,4,4,0,61,67,0,7482
3173,3,173,2,4032,3003,1147,46,17,4,4,0,57,57,0,14964
3174,3,174,0,0,3047,3047,47,47,4,4,0,44,44,0,29929
3175,3,175,1,63,3135,3072,48,48,4,4,0,88,40,0,27091
3176,3,176,3,4095,3182,913,49,14,4,4,0,47,47,0,21415
3177,3,177,3,4095,3270,825,51,12,2,4,1,88,88,1,10062
3178,3,178,2,4032,3333,709,52,11,2,4,1,63,65,0,20125
3179,3,179,1,63,3395,3452,53,53,2,2,0,62,66,0,7482
3180,3,180,2,4032,3455,703,53,10,2,4,1,60,60,0,14964
3181,3,181,0,0,3502,3502,54,54,2,2,0,47,47,0,29929
3182,3,182,1,63,3590,3641,56,56,2,2,0,88,168,0,27091
3183,3,183,3,4095,3652,443,57,6,2,4,1,62,62,0,21415
3184,3,184,3,4095,3713,382,58,5,2,4,1,61,61,0,10062
3185,3,185,2,4032,3766,374,58,5,2,4,1,53,53,0,20125
3186,3,186,1,63,3804,3811,59,59,2,2,0,38,90,0,7482
3187,3,187,2,4032,3880,232,60,3,2,4,1,76,52,0,14964
3188,3,188,0,0,3968,3968,62,62,2,2,0,88,88,0,29929
3189,3,189,1,63,4017,3982,62,62,2,2,0,49,49,0,27091
3190,3,190,3,4095,4051,44,63,0,3,1,1,34,34,1,21415
3191,3,191,3,4095,22,4073,0,63,1,3,1,4029,4029,1,10062
3192,3,192,2,4032,92,3996,1,62,4,2,1,70,58,1,20125
3193,3,193,1,63,169,150,2,2,4,4,0,77,51,0,7482
3194,3,194,2,4032,257,3777,4,59,4,2,1,88,168,0,14964
